SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC41302,3,3,4,11,32,33,23,44,0,148,10,18,31,41,62,42,21,35,3,275,13,19,19,34,72,78,31,55,4,320,20,46,27,58,37,22,16,8,3,243,12,16,32,31,63,28,9,9,3,206,3,48,32,36,27,14,18,5,0,179,5,14,3,16,26,22,17,12,0,116,10,56,31,24,41,29,16,17,3,221,4,3,0,3,6,0,0,3,9,28,81,217,183,242,363,277,156,196,25,1742
SSC41303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,10,6,3,0,35
SSC41304,4,0,3,12,41,36,27,40,0,166,21,9,26,35,87,50,26,25,3,283,11,16,15,25,80,80,47,49,0,321,21,43,48,59,41,22,7,17,0,247,16,28,29,35,109,41,22,12,0,289,10,39,44,30,23,30,18,13,0,208,3,8,0,11,28,25,18,34,0,125,11,38,27,22,28,16,15,10,0,174,0,0,0,3,7,0,5,6,0,25,96,180,183,229,446,303,190,194,18,1838
SSC41305,15,3,12,14,60,58,36,57,3,251,25,25,46,55,92,69,40,33,5,393,23,13,22,35,141,100,55,70,6,463,21,76,67,102,69,42,17,20,3,417,25,42,47,63,121,50,21,21,3,405,9,81,59,55,52,33,22,15,11,323,3,11,10,13,40,19,17,38,3,158,10,69,38,49,49,39,30,18,8,304,0,5,0,0,5,5,9,8,5,36,124,326,310,387,623,405,245,280,44,2743
SSC41306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41307,6,5,11,37,101,80,68,93,7,412,36,50,57,99,210,143,83,65,9,753,13,44,36,59,181,149,69,88,3,634,21,109,78,131,78,58,22,45,12,544,27,68,74,107,248,108,58,47,4,739,12,140,69,72,85,43,31,17,7,482,3,23,18,37,101,59,20,36,11,317,21,129,76,70,105,46,28,26,10,510,5,8,7,4,9,12,0,4,27,82,155,573,423,610,1110,701,375,423,87,4461
SSC41308,3,10,0,12,20,34,23,43,0,142,12,32,46,30,61,48,24,31,0,282,4,8,7,15,52,40,24,33,3,189,7,41,37,30,25,14,4,9,0,174,10,19,30,25,50,28,11,7,0,183,3,40,15,13,26,15,8,9,0,125,3,0,0,5,16,3,3,8,0,50,3,38,14,14,9,18,4,5,0,101,0,3,0,0,9,3,4,3,4,29,59,190,153,152,262,194,107,154,12,1279
SSC41309,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,5,3,5,0,0,3,0,27
SSC41310,0,0,0,0,0,3,0,4,0,12,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,7,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,8,14,7,6,7,5,3,12,0,64
SSC41311,0,0,0,0,0,0,6,16,0,19,0,0,0,0,4,0,0,0,0,9,0,5,0,0,0,3,0,0,0,7,0,0,3,0,3,0,0,0,0,8,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,4,0,10,0,0,3,4,4,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0,3,10,13,5,17,12,10,17,0,84
SSC41312,0,0,0,3,0,4,0,11,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,4,5,3,6,5,11,0,49
SSC41313,0,0,7,8,9,17,10,17,0,75,5,11,12,21,42,29,16,26,0,162,0,4,3,13,13,12,8,4,0,62,3,7,7,12,15,7,6,5,0,59,4,6,14,7,25,4,9,6,0,80,0,20,6,11,14,6,3,9,0,65,0,4,3,7,9,6,0,0,4,29,0,13,8,3,9,13,0,3,0,48,0,0,0,0,0,3,0,0,0,12,11,65,65,88,131,99,53,68,7,585
SSC41314,5,4,3,6,16,21,21,33,3,111,7,17,12,31,22,24,13,18,0,138,6,20,16,16,48,47,32,39,3,217,9,17,25,41,26,13,18,3,4,155,3,17,24,25,40,13,12,3,0,141,5,40,25,17,24,7,5,4,0,131,6,4,10,4,13,10,7,21,0,75,3,28,16,20,25,19,9,7,3,134,4,0,0,3,5,0,0,4,3,20,54,147,123,178,217,154,109,131,13,1131
SSC41315,0,0,3,5,7,7,3,14,0,38,0,4,3,3,7,10,0,0,0,31,0,0,0,3,6,3,4,3,0,25,0,3,0,0,0,0,0,0,0,5,0,0,4,3,3,3,0,3,0,21,0,10,3,0,0,0,0,0,0,11,4,0,0,3,0,3,0,0,0,9,0,6,3,3,5,7,0,0,0,20,0,0,0,0,0,0,0,0,0,7,7,26,23,15,33,31,13,24,5,169
SSC41316,7,10,9,21,37,30,44,57,0,217,19,25,33,42,78,68,45,63,0,375,5,3,12,11,36,22,18,16,3,126,12,33,30,30,23,23,9,9,0,158,6,16,16,29,52,27,16,10,0,186,5,36,11,23,10,13,4,12,0,119,7,0,3,10,28,11,8,12,0,79,3,36,11,13,13,5,6,6,4,104,0,3,0,0,4,3,0,4,6,21,69,159,125,172,290,211,159,186,20,1392
SSC41317,0,3,16,15,42,38,35,61,0,219,18,28,43,46,69,65,32,48,3,345,7,19,17,20,58,57,31,41,3,256,18,47,36,32,39,25,12,8,4,218,18,25,39,32,90,34,15,11,0,270,8,58,23,25,27,22,13,11,0,177,6,8,7,15,33,20,13,18,3,124,0,38,26,23,20,18,6,14,5,145,0,3,3,3,4,6,3,3,10,40,76,233,204,203,375,282,162,221,25,1783
SSC41318,0,0,4,0,9,14,13,30,0,69,8,11,19,12,22,31,25,21,0,142,0,9,0,6,20,16,11,7,0,69,0,10,5,9,10,10,0,4,0,46,0,3,4,17,26,11,0,0,0,69,0,4,7,5,6,3,4,5,0,35,3,0,0,0,3,6,3,0,0,17,0,3,8,3,5,4,3,3,0,34,0,5,0,0,0,0,0,0,4,8,15,45,55,63,102,90,57,73,3,505
SSC41319,0,3,0,0,0,0,4,27,0,34,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,3,8,3,5,3,7,32,0,69
SSC41320,3,0,0,0,3,3,3,14,0,29,0,3,0,4,3,0,4,4,0,20,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,9,10,10,13,11,4,23,0,80
SSC41321,0,3,0,0,0,3,3,4,0,10,0,3,0,0,0,0,0,3,0,7,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,3,0,7,0,3,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,7,9,6,11,9,15,3,64
SSC41322,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,20
SSC41323,0,0,0,0,0,8,3,5,0,14,0,0,0,0,4,0,0,0,0,12,0,0,0,0,8,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,4,10,8,5,12,0,63
SSC41324,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,9
SSC41325,6,13,18,23,79,70,66,106,0,389,28,48,78,92,140,118,69,89,3,664,27,33,34,49,142,134,82,88,7,600,29,73,83,114,91,57,35,34,7,528,23,48,67,110,164,74,53,32,3,582,17,126,66,70,59,28,32,27,0,421,4,10,13,15,54,27,28,37,0,176,7,65,30,31,64,42,27,23,4,297,0,3,0,3,8,3,3,5,11,40,150,436,389,506,796,554,401,441,39,3708
SSC41326,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,11,0,16
SSC41327,0,0,3,0,3,3,0,11,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,16,0,34
SSC41328,0,0,0,3,0,4,3,15,0,27,0,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,9,9,20,0,55
SSC41329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC41331,0,0,0,0,4,6,6,9,0,30,3,4,4,4,3,3,11,11,0,46,0,0,0,0,0,3,5,0,3,16,0,0,0,5,3,0,0,0,0,10,3,3,0,3,0,0,3,0,0,17,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,26,10,13,19,19,20,18,0,137
SSC41332,0,4,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,4,5,0,22
SSC41333,0,4,0,3,4,19,9,12,0,48,4,4,3,4,13,14,3,3,0,48,0,5,10,13,38,20,12,17,0,105,5,18,19,28,21,11,4,4,3,118,3,5,3,6,39,15,6,4,0,86,0,20,16,14,20,3,5,4,0,88,4,3,0,13,35,19,13,18,0,102,3,22,18,18,37,20,10,4,3,130,0,0,0,4,5,0,0,3,8,16,31,79,66,90,215,117,59,72,11,743
SSC41334,3,3,0,3,13,12,7,0,0,33,0,0,3,3,14,10,0,3,0,39,0,7,0,8,28,13,18,17,3,94,11,29,16,25,18,5,8,4,0,119,3,4,11,10,27,5,3,3,0,64,3,27,15,20,21,6,7,0,4,106,0,5,4,8,30,16,18,15,10,102,3,31,33,30,35,9,17,13,3,177,0,0,0,0,5,3,3,0,0,16,22,111,77,114,189,80,72,62,21,750
SSC41335,3,0,8,5,0,6,3,17,3,52,0,0,0,0,0,0,0,7,3,11,3,0,0,3,3,0,0,4,0,14,0,0,3,0,0,0,0,0,0,6,0,3,3,0,0,3,0,0,0,8,0,0,0,4,3,0,0,3,0,9,0,0,0,0,0,0,0,4,0,7,0,6,3,5,3,5,4,6,0,22,0,0,0,0,0,0,0,0,0,0,5,13,13,21,17,19,12,31,5,134
SSC41336,0,0,0,0,3,0,5,9,3,22,0,0,0,0,0,4,0,0,0,6,0,3,0,0,5,0,3,0,0,15,3,8,9,3,4,0,0,0,0,28,0,0,0,4,0,0,0,0,0,9,0,0,3,4,0,0,0,0,0,9,0,5,0,0,3,0,0,8,0,19,0,9,0,0,9,8,0,3,0,32,0,0,0,0,0,0,0,0,0,3,6,22,14,21,26,17,14,25,3,142
SSC41337,0,0,0,3,0,9,0,9,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,10,3,16,0,40
SSC41338,0,0,0,0,4,0,0,9,0,19,0,0,3,5,11,5,3,3,0,32,0,3,6,3,6,18,8,15,0,57,0,14,7,22,3,0,0,3,0,48,0,0,5,3,11,6,0,0,0,36,0,11,7,3,7,0,0,0,0,35,0,0,4,7,5,15,13,9,3,58,3,19,12,5,5,4,7,4,3,66,0,3,0,0,0,0,0,3,3,13,4,56,45,51,51,55,34,62,11,362
SSC41339,17,24,23,20,60,74,54,133,3,409,33,65,92,85,126,141,79,120,10,744,5,14,16,27,47,45,32,35,4,230,6,94,50,50,21,33,14,25,7,300,9,44,61,75,70,69,23,23,5,374,19,74,25,43,30,21,11,21,8,252,3,14,3,3,18,15,7,16,0,75,3,60,24,24,13,17,0,8,0,156,0,3,4,3,6,3,3,0,7,34,99,381,297,330,387,415,233,386,46,2580
SSC41340,0,3,11,12,28,20,24,38,3,144,13,20,40,51,62,57,44,39,3,327,5,7,10,10,36,32,12,24,3,137,9,37,17,26,13,12,6,6,0,128,8,13,22,35,60,31,7,5,0,185,4,25,20,16,18,6,11,3,0,101,0,3,0,0,9,4,6,0,0,32,7,31,10,13,9,3,0,4,0,77,0,0,0,0,0,0,0,0,0,9,49,142,121,165,232,168,120,132,17,1140
SSC41341,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,19
SSC41342,0,0,0,3,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,7,3,4,0,25
SSC41343,8,4,15,16,29,41,37,58,0,204,23,32,40,60,142,90,46,44,0,480,12,21,19,30,64,56,31,47,0,285,9,60,50,60,40,26,10,20,3,284,13,24,25,42,100,56,22,28,0,323,6,40,27,25,28,15,13,12,4,177,3,11,12,7,17,20,6,16,3,89,7,40,34,32,37,23,9,15,3,193,0,0,0,0,10,3,0,0,7,18,74,237,228,273,466,327,175,238,24,2041
SSC41344,4,11,5,0,0,0,3,3,0,23,0,3,3,0,0,0,0,0,0,5,0,0,0,3,4,7,0,4,0,23,0,0,0,3,0,0,0,0,3,7,5,0,7,0,3,0,0,3,0,18,0,4,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,7,13,0,6,4,3,0,0,3,34,0,0,0,0,0,0,0,0,0,0,17,33,14,16,16,13,5,10,3,126
SSC41345,3,0,0,3,0,4,3,17,0,30,0,0,3,3,3,0,0,0,0,11,0,0,3,4,0,3,0,0,0,14,0,0,0,5,0,0,0,0,0,11,0,3,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,5,3,0,9,0,0,5,5,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,3,4,14,11,28,11,8,16,19,0,109
SSC41346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41347,0,0,0,0,0,3,0,14,0,24,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,3,16,0,37
SSC41348,0,0,0,3,0,0,3,7,0,13,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,4,6,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,3,6,6,4,8,6,6,0,52
SSC41349,0,0,0,0,0,0,3,5,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,3,9,0,34
SSC41350,0,13,7,6,3,8,0,20,3,63,3,6,4,12,4,15,11,23,0,89,0,3,0,3,0,0,0,3,0,9,0,11,0,3,0,3,0,0,0,13,0,7,7,0,4,4,3,0,0,29,0,6,4,4,0,3,0,7,0,20,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,11,11,55,20,37,23,36,24,50,3,258
SSC41351,0,3,3,8,11,12,4,19,0,56,3,0,0,7,6,5,0,11,0,35,3,3,0,6,10,14,3,10,0,47,4,7,10,6,4,7,0,0,0,29,0,3,7,0,6,0,0,0,0,25,0,3,5,3,4,3,0,3,0,25,0,0,0,0,3,11,0,4,0,27,6,4,4,6,9,16,5,0,0,49,0,0,0,0,0,0,0,0,0,7,21,25,28,39,53,65,18,45,3,297
SSC41352,0,3,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,3,3,0,20
SSC41353,4,3,4,14,47,42,32,46,0,186,19,30,34,37,80,72,26,37,0,345,7,23,12,20,86,78,42,48,3,322,17,52,39,54,52,22,14,7,5,249,8,35,33,63,123,51,30,16,3,361,10,69,33,29,27,23,18,13,0,214,0,8,6,13,20,24,19,20,0,119,7,39,27,28,25,13,9,15,3,163,0,3,0,4,9,7,6,4,3,32,76,262,192,262,465,332,193,200,19,1994
SSC41354,0,0,4,3,27,26,14,25,0,108,6,11,19,31,89,58,33,32,0,282,0,0,9,15,35,28,23,14,3,123,3,21,15,27,31,13,10,11,0,136,4,3,7,22,64,24,9,3,0,132,4,21,10,11,15,9,0,9,0,92,0,0,0,3,9,7,3,6,0,37,0,16,10,9,10,10,6,4,0,72,3,0,0,0,0,4,0,4,3,18,26,90,81,127,290,183,102,102,10,1007
SSC41355,3,6,8,15,14,27,16,55,0,141,7,33,28,39,52,74,19,55,0,305,0,4,0,3,5,9,0,3,0,36,3,23,3,5,8,4,0,4,0,52,0,20,6,16,21,13,3,8,0,85,0,19,5,0,7,10,3,3,0,56,3,0,0,0,0,0,0,4,0,10,0,11,3,5,3,3,0,0,0,20,0,0,3,0,0,0,0,5,0,9,20,115,68,79,103,140,50,131,4,714
SSC41356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,12
SSC41357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41358,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,9,7,4,0,4,0,31
SSC41359,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,7,0,24
SSC41360,3,0,3,9,20,24,15,33,0,116,16,22,38,32,66,56,29,40,0,290,3,17,11,10,56,45,19,16,3,190,13,30,35,29,37,16,11,8,4,170,12,16,12,14,54,20,7,9,0,142,3,26,16,18,17,12,3,3,0,102,3,5,8,3,19,4,8,6,3,53,3,43,34,15,24,11,6,12,4,149,0,0,0,0,3,0,3,0,11,21,58,153,155,139,296,200,100,125,19,1239
SSC41361,0,3,4,8,10,24,18,17,0,92,13,24,21,35,38,35,22,18,0,201,3,4,4,11,25,12,3,18,3,77,7,29,14,11,14,11,5,3,3,88,3,10,19,19,27,13,5,12,0,109,0,17,11,5,5,9,3,0,0,58,0,0,0,3,4,0,4,3,0,20,0,20,13,8,6,4,5,0,3,57,0,4,0,0,0,3,3,0,0,6,25,113,82,103,123,108,64,77,14,708
SSC41362,7,22,14,19,27,47,41,87,0,260,22,51,65,92,103,114,59,144,10,657,0,9,8,15,31,29,20,18,0,136,8,53,27,26,13,15,10,5,8,153,6,35,33,31,49,29,15,3,3,204,7,44,22,15,10,13,4,13,0,127,0,4,3,0,12,9,0,3,0,28,4,23,16,4,9,6,3,0,0,65,0,3,0,0,8,0,0,8,3,28,45,239,188,211,257,252,150,281,20,1646
SSC41363,0,0,0,0,0,9,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,0,3,0,15
SSC41364,3,3,4,0,4,4,7,19,4,42,3,0,3,0,3,8,0,6,0,27,3,0,0,3,0,6,3,4,0,26,3,4,3,3,0,0,0,0,0,13,3,10,7,5,5,7,0,3,0,37,0,0,0,0,3,0,0,0,0,9,3,0,0,0,0,3,3,5,0,18,0,3,4,3,4,4,6,0,0,23,0,0,0,0,0,0,0,0,0,0,13,20,26,16,19,38,20,43,3,206
